id;estado;fc;fm;fecha;codigo;cliente;tipo_envio;numini;numfin;totenvio;entregado;uc_id;um_id;fpago
416;1;10/02/2022 00:00;29/08/2022;10/02/2022 00:00;PRE-998;DISTRIBUIDORA MANANTIAL;GUIA MADRE;861501;861600;100;1;;;PREPAGO
417;1;10/02/2022 00:00;29/08/2022;10/02/2022 00:00;XCO-29;HIVISA;GUIA MADRE;861751;861800;50;1;;;POR COBRAR
418;1;10/02/2022 00:00;29/08/2022;10/02/2022 00:00;XCO-969;PRODUCTOS Y SERVICIOS ESTRATEGICOS BLU MARINNE, S.A.;GUIA MADRE;861801;861850;50;1;;;POR COBRAR
419;1;10/02/2022 00:00;29/08/2022;10/02/2022 00:00;XCO-403;GRAN SUPER MERCADO DE PACAS;GUIA MADRE;861851;861900;50;1;;;POR COBRAR
420;1;10/02/2022 00:00;29/08/2022;10/02/2022 00:00;XCO-846;EKA REPOSTERIA;GUIA MADRE;861901;861950;50;1;;;POR COBRAR
421;1;11/02/2022 00:00;29/08/2022;11/02/2022 00:00;XEL;AGENCIA QUETZALTENANGO;GUIA MADRE;862251;862550;300;1;;;GUIA EN BLANCO
422;1;15/02/2022 00:00;29/08/2022;15/02/2022 00:00;PRE-795;DISTRIBUIDORA DAKO;GUIA MADRE;862850;862949;100;1;;;PREPAGO
423;1;15/03/2022 00:00;29/08/2022;15/03/2022 00:00;XCO-268;MOTOREPUESTOS GP;GUIA MADRE;862950;863000;51;1;;;POR COBRAR
424;1;15/02/2022 00:00;29/08/2022;15/02/2022 00:00;GUA-269;MOTOREPUESTOS GP;GUIA MADRE;863101;863150;50;1;;;CREDITO
425;1;16/02/2022 00:00;29/08/2022;16/02/2022 00:00;GUA-877;MORADA;GUIA MADRE;863151;863200;50;1;;;POR COBRAR
426;1;15/02/2022 00:00;29/08/2022;15/02/2022 00:00;XCO-1057;OFERTERO ESC;GUIA MADRE;863201;863225;25;1;;;CONTRA ENTREGA
427;1;15/03/2022 00:00;29/08/2022;15/03/2022 00:00;XCO-36;F.P.K. S,A.;GUIA MADRE;863226;863550;325;1;;;POR COBRAR
428;1;17/02/2022 00:00;29/08/2022;17/02/2022 00:00;GUA-877;MORADA;GUIA MADRE;863451;863500;50;1;;;CREDITO
429;1;17/02/2022 00:00;29/08/2022;17/02/2022 00:00;XCO-381;PLAYERAS QUETZAL;GUIA MADRE;863551;863650;100;1;;;POR COBRAR
430;1;17/02/2022 00:00;29/08/2022;17/02/2022 00:00;XCO-30;CASA DE LOS RODAMIENTOS;GUIA MADRE;863701;863800;100;1;;;POR COBRAR
431;1;17/02/2022 00:00;29/08/2022;17/02/2022 00:00;GUA-893;COMERCIALIZADORA BIOAGRO;GUIA MADRE;863801;863900;100;1;;;CREDITO
432;1;18/02/2022 00:00;29/08/2022;18/02/2022 00:00;PRE-709;PRODUCTOS VAISER;GUIA MADRE;864351;864375;25;1;;;PREPAGO
433;1;21/02/2022 00:00;29/08/2022;21/02/2022 00:00;JAL;AGENCIA JALAPA;GUIA MADRE;870954;871350;397;1;;;GUIA EN BLANCO
434;1;21/02/2022 00:00;29/08/2022;21/02/2022 00:00;XCO-742;ALMACEN LISSATEX;GUIA MADRE;871951;872000;50;1;;;POR COBRAR
435;1;22/02/2022 00:00;29/08/2022;22/02/2022 00:00;V03-1046;MULTIPRODUCTOS HOSPITALARIOS E INDUSTRIALES;GUIA MADRE;872401;872450;50;1;;;CREDITO
436;1;22/02/2022 00:00;29/08/2022;22/02/2022 00:00;XCO-2;ALMACEN EMMA;GUIA MADRE;872451;872550;100;1;;;POR COBRAR
437;1;22/02/2022 00:00;29/08/2022;22/02/2022 00:00;GUA-500;DROGUERIA EXCEL;GUIA MADRE;872551;872650;100;1;;;CREDITO
438;1;22/02/2022 00:00;29/08/2022;22/02/2022 00:00;XCO-786;MANUFACTURAS TEXTILES PERFECTA, S.A.;GUIA MADRE;872651;872700;50;1;;;POR COBRAR
439;1;23/02/2022 00:00;29/08/2022;23/02/2022 00:00;XCO-958;IAM FIT GUATEMALA;GUIA MADRE;872851;872900;50;0;;;POR COBRAR
440;1;23/02/2022 00:00;29/08/2022;23/02/2022 00:00;XCO-149;IMPORTACIONES CRESGO, S,A.;GUIA MADRE;872901;872950;50;1;;;POR COBRAR
441;1;23/02/2022 00:00;29/08/2022;23/02/2022 00:00;XCO-1001;JARDIN DE ESPINAS;GUIA MADRE;872951;873000;50;1;;;POR COBRAR
442;1;24/02/2022 00:00;29/08/2022;24/02/2022 00:00;V02-1060;SERVIAGRO;GUIA MADRE;873001;873050;50;1;;;CREDITO
443;1;24/02/2022 00:00;29/08/2022;24/02/2022 00:00;XCO-1061;SERVIAGRO;GUIA MADRE;873051;873075;25;1;;;POR COBRAR
444;1;1/03/2022 00:00;29/08/2022;1/03/2022 00:00;XCO-980;FARMACIA LA SOLUCION;GUIA MADRE;873701;873800;100;1;;;POR COBRAR
445;1;1/03/2022 00:00;29/08/2022;1/03/2022 00:00;XCO-969;PRODUCTOS Y SERVICIOS ESTRATEGICOS BLU MARINNE, S.A.;GUIA MADRE;874001;874100;100;1;;;POR COBRAR
446;1;1/03/2022 00:00;29/08/2022;1/03/2022 00:00;XCO-1057;OFERTERO ESC;GUIA MADRE;874101;874150;50;1;;;POR COBRAR
447;1;7/03/2022 00:00;29/08/2022;7/03/2022 00:00;XCO-977;SERVICENTRO AUTOLAB;GUIA MADRE;874151;874200;50;1;;;POR COBRAR
448;1;1/03/2022 00:00;29/08/2022;1/03/2022 00:00;ESC;AGENCIA ESCUINTLA;GUIA MADRE;874201;874550;350;1;;;GUIA EN BLANCO
449;1;2/03/2022 00:00;29/08/2022;2/03/2022 00:00;XCO-695;WACHALAL //FUENTES DEL ESTILO S,A.;GUIA MADRE;874551;874650;100;1;;;POR COBRAR
450;1;2/03/2022 00:00;29/08/2022;2/03/2022 00:00;XCO-34;DIFORZA INTERNATIONAL ,S.A;GUIA MADRE;874651;874850;200;1;;;POR COBRAR
451;1;2/03/2022 00:00;29/08/2022;2/03/2022 00:00;XCO-168;PROTECCION SOLAR LA TORRE;GUIA MADRE;874851;874900;50;1;;;POR COBRAR
452;1;2/03/2022 00:00;29/08/2022;2/03/2022 00:00;XCO-425;AUTO EMPAQUE LP;GUIA MADRE;874901;874950;50;1;;;POR COBRAR
453;1;2/03/2022 00:00;29/08/2022;2/03/2022 00:00;XCO-1004;SABY STATIONERY;GUIA MADRE;874951;875000;50;1;;;POR COBRAR
454;1;2/03/2022 00:00;29/08/2022;2/03/2022 00:00;PRE-646;ASGREN;GUIA MADRE;875001;875025;25;1;;;PREPAGO
455;1;4/03/2022 00:00;29/08/2022;4/03/2022 00:00;XEL-56;PROMOCIONES Y VENTAS DE OCCIDENTE;GUIA MADRE;875331;875400;70;0;;;CREDITO
456;1;4/03/2022 00:00;29/08/2022;4/03/2022 00:00;XCO-488;EVERPRINT GUATEMALA;GUIA MADRE;875401;875450;50;1;;;POR COBRAR
457;1;7/03/2022 00:00;29/08/2022;7/03/2022 00:00;XCO-322;AUDIO CENTER;GUIA MADRE;875751;875800;50;1;;;POR COBRAR
458;1;7/03/2022 00:00;29/08/2022;7/03/2022 00:00;V03-1049;ESPORANGIO;GUIA MADRE;875801;875850;50;1;;;CREDITO
459;1;7/03/2022 00:00;29/08/2022;7/03/2022 00:00;V03-1050;EMPAQUE Y DISTRIBUIDORA DE PRODUCTOS, S.A.;GUIA MADRE;875851;875900;50;1;;;CREDITO
460;1;7/03/2022 00:00;29/08/2022;7/03/2022 00:00;XCO-30;CASA DE LOS RODAMIENTOS;GUIA MADRE;875901;876100;200;1;;;POR COBRAR
461;1;7/03/2022 00:00;29/08/2022;7/03/2022 00:00;XEL;AGENCIA QUETZALTENANGO;GUIA MADRE;876101;876400;300;1;;;GUIA EN BLANCO
462;1;7/03/2022 00:00;29/08/2022;7/03/2022 00:00;GUA-8570;IMPORTADORA FIESTA Y CIA LTDA;GUIA MADRE;876551;878550;2000;1;;;CREDITO
463;1;8/03/2022 00:00;29/08/2022;8/03/2022 00:00;JUT;AGENCIA JUTIAPA;GUIA MADRE;880551;880850;300;1;;;GUIA EN BLANCO
464;1;8/03/2022 00:00;29/08/2022;8/03/2022 00:00;CHM;AGENCIA CHIMALTENANGO;GUIA MADRE;880851;881150;300;1;;;POR COBRAR
465;1;9/03/2022 00:00;29/08/2022;9/03/2022 00:00;XCO-911;ALMACEN EL FESTIVAL;GUIA MADRE;881351;881400;50;1;;;POR COBRAR
466;1;9/03/2022 00:00;29/08/2022;9/03/2022 00:00;GUA-290;CORPORACION PLUS ,S.A;GUIA MADRE;881401;881500;100;1;;;CREDITO
467;1;9/03/2022 00:00;29/08/2022;9/03/2022 00:00;XCO-953;INVENTIVA COSMETCOS S.A.;GUIA MADRE;881501;881550;50;1;;;POR COBRAR
468;1;9/03/2022 00:00;29/08/2022;9/03/2022 00:00;XCO-304;MULTISISTEMAS TV;GUIA MADRE;881551;881600;50;1;;;POR COBRAR
469;1;9/03/2022 00:00;29/08/2022;9/03/2022 00:00;XCO-98;FLECHAS ALVAREZ ,S.A;GUIA MADRE;881601;881700;100;1;;;POR COBRAR
470;1;9/03/2022 00:00;29/08/2022;9/03/2022 00:00;XCO-32;INVERSIONES ASIATICAS GUATEMALA S,A.;GUIA MADRE;881701;881850;150;1;;;COMPARTIDO
471;1;9/03/2022 00:00;29/08/2022;9/03/2022 00:00;CHI;AGENCIA CHIQUIMULA;GUIA MADRE;881851;882350;500;1;;;GUIA EN BLANCO
472;1;10/03/2022 00:00;29/08/2022;10/03/2022 00:00;PRE-998;DISTRIBUIDORA MANANTIAL;GUIA MADRE;882351;882400;50;1;;;PREPAGO
473;1;10/03/2022 00:00;29/08/2022;10/03/2022 00:00;XCO-384;LIBRERIA SAN PABLO;GUIA MADRE;882401;882450;50;1;;;POR COBRAR
474;1;10/03/2022 00:00;29/08/2022;10/03/2022 00:00;V02-979;BOTICA GANADERA;GUIA MADRE;882451;882500;50;1;;;CREDITO
475;1;11/03/2022 00:00;29/08/2022;11/03/2022 00:00;XCO-141;AEC REPUESTOS;GUIA MADRE;882512;882550;39;1;;;POR COBRAR
476;1;11/03/2022 00:00;29/08/2022;11/03/2022 00:00;PRE-795;DISTRIBUIDORA DAKO;GUIA MADRE;882551;882650;100;1;;;PREPAGO
477;1;11/03/2022 00:00;29/08/2022;11/03/2022 00:00;XCO-40;IMPORTACIONES RIVAS;GUIA MADRE;882651;882750;100;1;;;COMPARTIDO
478;1;11/03/2022 00:00;29/08/2022;11/03/2022 00:00;CON-810;PUROS S.V.;GUIA MADRE;882751;882850;100;0;;;CONTADO
479;1;11/03/2022 00:00;29/08/2022;11/03/2022 00:00;XCO-671;COMERCIALIZADORA J.A. VASQUEZ;GUIA MADRE;882851;882950;100;1;;;POR COBRAR
480;1;11/03/2022 00:00;29/08/2022;11/03/2022 00:00;GUA-6864;COMERCIALIZADORA AUTOMOTRIZ J.A. VASQUEZ;GUIA MADRE;882951;883050;100;1;;;CREDITO
481;1;11/03/2022 00:00;29/08/2022;11/03/2022 00:00;XCO-6865;COMERCIALIZADORA AUTOMOTRIZ J.A. VASQUEZ;GUIA MADRE;883051;883150;100;1;;;COMPARTIDO
482;1;11/03/2022 00:00;29/08/2022;11/03/2022 00:00;GUA-756;IMPORTADORA Y EXPORTADORA GIL. S.A.;GUIA MADRE;883151;883250;100;1;;;CREDITO
483;1;11/03/2022 00:00;29/08/2022;11/03/2022 00:00;GUA-757;IMPORTADORA Y EXPORTADORA GIL. S.A.;GUIA MADRE;883251;883350;100;1;;;CREDITO
484;1;11/03/2022 00:00;29/08/2022;11/03/2022 00:00;XCO-960;IMPORTADORA Y EXPORTADORA GIL, S.A.;GUIA MADRE;883351;883400;50;1;;;POR COBRAR
485;1;11/03/2022 00:00;29/08/2022;11/03/2022 00:00;ZAC;AGENCIA ZACAPA;GUIA MADRE;883401;883700;300;0;;;GUIA EN BLANCO
486;1;15/03/2022 00:00;29/08/2022;15/03/2022 00:00;XCO-811;MULTISERVICIOS IDEART;GUIA MADRE;884101;884200;100;1;;;POR COBRAR
487;1;15/03/2022 00:00;29/08/2022;15/03/2022 00:00;GUA-158;INDUSTRIAS DE LA RIVA, S,A.;GUIA MADRE;884301;884400;100;1;;;CREDITO
488;1;15/03/2022 00:00;29/08/2022;15/03/2022 00:00;XCO-970;IMPORTACIONES LA BODEGONA;GUIA MADRE;884501;884550;50;1;;;POR COBRAR
489;1;15/03/2022 00:00;29/08/2022;15/03/2022 00:00;XCO-708;DALIA MU?OZ;GUIA MADRE;886651;886750;100;1;;;POR COBRAR
490;1;16/03/2022 00:00;29/08/2022;16/03/2022 00:00;XCO-34;DIFORZA INTERNATIONAL ,S.A;GUIA MADRE;886851;887050;200;1;;;POR COBRAR
491;1;16/03/2022 00:00;29/08/2022;16/03/2022 00:00;XCO-1056;NOVEDADES ESPERANZA;GUIA MADRE;887051;887100;50;1;;;POR COBRAR
492;1;16/03/2022 00:00;29/08/2022;16/03/2022 00:00;XCO-889;COMERCIAL MARANATHA TEXTILES;GUIA MADRE;887101;887150;50;1;;;POR COBRAR
493;1;16/03/2022 00:00;29/08/2022;16/03/2022 00:00;XCO-1065;INSUMOS VETERINARIOS PARA GUATEMALA, S.A.;GUIA MADRE;887151;887200;50;1;;;POR COBRAR
494;1;16/03/2022 00:00;29/08/2022;16/03/2022 00:00;XCO-1063;VETS AND PETS;GUIA MADRE;887201;887250;50;1;;;POR COBRAR
495;1;16/03/2022 00:00;29/08/2022;16/03/2022 00:00;XCO-36;F.P.K. S,A.;GUIA MADRE;887251;887550;300;1;;;POR COBRAR
496;1;16/03/2022 00:00;29/08/2022;16/03/2022 00:00;MAZ;AGENCIA MAZATENANGO;GUIA MADRE;887551;887850;300;1;;;GUIA BLANCO
497;1;16/03/2022 00:00;29/08/2022;16/03/2022 00:00;XCO-952;NOVOCOLOR, S.A.;GUIA MADRE;887851;887950;100;1;;;POR COBRAR
498;1;17/03/2022 00:00;29/08/2022;17/03/2022 00:00;XCO-886;COMERCIAL SAN PEDRO;GUIA MADRE;888151;888200;50;1;;;POR COBRAR
499;1;17/03/2022 00:00;29/08/2022;17/03/2022 00:00;CON-1002;FARMACIA LA SOLUCION;GUIA MADRE;888201;888250;50;1;;;CONTADO
500;1;17/03/2022 00:00;29/08/2022;17/03/2022 00:00;CON-1058;OFERTERO ESC;GUIA MADRE;888251;888300;50;1;;;CONTADO
501;1;17/03/2022 00:00;29/08/2022;17/03/2022 00:00;XCO-141;AEC REPUESTOS;GUIA MADRE;888301;888350;50;1;;;POR COBRAR
502;1;21/03/2022 00:00;29/08/2022;21/03/2022 00:00;XCO-166;YUMMY FOOD S,A.;GUIA MADRE;890651;890700;50;1;;;POR COBRAR
503;1;21/03/2022 00:00;29/08/2022;21/03/2022 00:00;XCO-829;CORPORACION DE AUTO PARTES S.A.;GUIA MADRE;890701;890900;50;1;;;POR COBRAR
504;1;21/03/2022 00:00;29/08/2022;21/03/2022 00:00;XCO-762;ACCESORIOS Y MODA MC;GUIA MADRE;890801;890850;50;0;;;POR COBRAR
505;1;21/03/2022 00:00;29/08/2022;21/03/2022 00:00;CON-1002;FARMACIA LA SOLUCION;GUIA MADRE;890851;890900;50;1;;;CONTADO
506;1;21/03/2022 00:00;29/08/2022;21/03/2022 00:00;XCO-2;ALMACEN EMMA;GUIA MADRE;890901;891050;150;1;;;POR COBRAR
507;1;21/03/2022 00:00;29/08/2022;21/03/2022 00:00;GUA-893;COMERCIALIZADORA BIOAGRO;GUIA MADRE;891051;891150;100;1;;;CREDITO
508;1;21/03/2022 00:00;29/08/2022;21/03/2022 00:00;XCO-940;ALMACEN HANA;GUIA MADRE;891151;891200;50;1;;;POR COBRAR
509;1;21/03/2022 00:00;29/08/2022;21/03/2022 00:00;PRE-186;MULTIPRODUCTOS VETERINARIOS S,A.;GUIA MADRE;891201;891300;100;1;;;PREPAGO
510;1;23/03/2022 00:00;29/08/2022;23/03/2022 00:00;GUA-269;MOTOREPUESTOS GP;GUIA MADRE;891301;891400;100;1;;;CREDITO
511;1;23/03/2022 00:00;29/08/2022;23/03/2022 00:00;XCO-149;IMPORTACIONES CRESGO, S,A.;GUIA MADRE;891401;891500;100;1;;;POR COBRAR
512;1;23/03/2022 00:00;29/08/2022;23/03/2022 00:00;GUA-15;DROMEDIC, S.A.;GUIA MADRE;891501;891551;51;1;;;CREDITO
513;1;23/03/2022 00:00;29/08/2022;23/03/2022 00:00;GUA-15;DROMEDIC, S.A.;GUIA MADRE;891552;891600;49;1;;;CREDITO
514;1;23/03/2022 00:00;29/08/2022;23/03/2022 00:00;XCO-572;ALMACEN EL CISNE;GUIA MADRE;891651;891750;100;1;;;POR COBRAR
515;1;23/03/2022 00:00;29/08/2022;23/03/2022 00:00;XCO-440;NEKTECH;GUIA MADRE;892051;892150;100;1;;;POR COBRAR
516;1;23/03/2022 00:00;29/08/2022;23/03/2022 00:00;V03-1046;PORTINOVA;GUIA MADRE;892151;892250;100;1;;;CREDITO
517;1;23/03/2022 00:00;29/08/2022;23/03/2022 00:00;XCO-695;WACHALAL //FUENTES DEL ESTILO S,A.;GUIA MADRE;892251;892350;100;1;;;POR COBRAR
518;1;23/03/2022 00:00;29/08/2022;23/03/2022 00:00;XCO-855;XS AUDIO;GUIA MADRE;892351;892450;100;1;;;POR COBRAR
519;1;23/03/2022 00:00;29/08/2022;23/03/2022 00:00;V03-1051;GRUPO MAS VISION;GUIA MADRE;892451;892500;50;1;;;CREDITO
520;1;23/03/2022 00:00;29/08/2022;23/03/2022 00:00;XEL;AGENCIA QUETZALTENANGO;GUIA MADRE;892551;892850;300;1;;;GUIA EN BLANCO
521;1;25/03/2022 00:00;29/08/2022;25/03/2022 00:00;XCO-430;EQUIPOS SERIGRAFIAS Y DIGITALES S,A.;GUIA MADRE;893001;893100;100;0;;;POR COBRAR
522;1;25/03/2022 00:00;29/08/2022;25/03/2022 00:00;XCO-990;IMPORTADORA UNO S.A.;GUIA MADRE;893101;893250;150;1;;;POR COBRAR
523;1;25/03/2022 00:00;29/08/2022;25/03/2022 00:00;GUA-290;CORPORACION PLUS ,S.A;GUIA MADRE;893251;893350;100;1;;;CREDITO
524;1;25/03/2022 00:00;29/08/2022;25/03/2022 00:00;CON-459;MARY PERDOMO / VENTA DE PUROS;GUIA MADRE;893351;893500;150;0;;;POR COBRAR
525;1;25/03/2022 00:00;29/08/2022;25/03/2022 00:00;GUA-19;MARKETING ARM GUATEMALA S,A.;GUIA MADRE;893501;893800;300;1;;;CREDITO
526;1;25/03/2022 00:00;29/08/2022;25/03/2022 00:00;JUT;AGENCIA JUTIAPA;GUIA MADRE;893801;894100;300;1;;;BLANCO
527;1;28/03/2022 00:00;29/08/2022;28/03/2022 00:00;PRE-998;DISTRIBUIDORA MANANTIAL;GUIA MADRE;894201;894300;100;1;;;PREPAGO
528;1;28/03/2022 00:00;29/08/2022;28/03/2022 00:00;XCO-77;IMPORTACIONES CRESGO S,A.;GUIA MADRE;894301;894400;100;1;;;POR COBRAR
529;1;28/03/2022 00:00;29/08/2022;28/03/2022 00:00;XCO-77;IMPORTACIONES CRESGO S,A.;GUIA MADRE;894401;894500;100;1;;;POR COBRAR
530;1;28/03/2022 00:00;29/08/2022;28/03/2022 00:00;XCO-1020;FALSET// CENTRO OPTICO;GUIA MADRE;894501;894550;50;1;;;POR COBRAR
531;1;28/03/2022 00:00;29/08/2022;28/03/2022 00:00;GUA-500;DROGUERIA EXCEL;GUIA MADRE;894551;894750;200;0;;;CREDITO
532;1;28/03/2022 00:00;29/08/2022;28/03/2022 00:00;XCO-478;LILIAN AMANDA ROSSAL DE CASTILLO;GUIA MADRE;894751;894850;100;0;;;POR COBRAR
533;1;29/03/2022 00:00;29/08/2022;29/03/2022 00:00;PRE-380;MILAGRO PECUARIO S.A.;GUIA MADRE;895106;895165;60;1;;;PREPAGO
534;1;29/03/2022 00:00;29/08/2022;29/03/2022 00:00;XCO-939;TREKER DE GUATEMALA, S.A.;GUIA MADRE;895166;895250;85;1;;;POR COBRAR
535;1;29/03/2022 00:00;29/08/2022;29/03/2022 00:00;XCO-714;WORLD OF THE FASHION /// LOVE DELUXE;GUIA MADRE;895251;895450;200;0;;;CONTRA ENTREGA
536;1;29/03/2022 00:00;29/08/2022;29/03/2022 00:00;XCO-828;PEDRO BARCO;GUIA MADRE;895451;895500;50;1;;;POR COBRAR
537;1;29/03/2022 00:00;29/08/2022;29/03/2022 00:00;ESC;AGENCIA ESCUINTLA;GUIA MADRE;895501;895800;300;0;;;GUIA EN BLANCO
538;1;1/03/2022 00:00;29/08/2022;1/03/2022 00:00;BAR;AGENCIA BARBERENA;GUIA MADRE;896380;896550;171;1;;;GUIA EN BLANCO
539;1;6/04/2022 00:00;29/08/2022;6/04/2022 00:00;XCO-29;HIVISA;GUIA MADRE;898951;899250;300;1;;;POR COBRAR
540;1;6/04/2022 00:00;29/08/2022;6/04/2022 00:00;XCO-999;FLORISTERIA ALFA Y OMEGA;GUIA MADRE;899251;899300;50;1;;;POR COBRAR
541;1;6/04/2022 00:00;29/08/2022;6/04/2022 00:00;CON-1000;FLORISTERIA ALFA Y OMEGA;GUIA MADRE;899301;899350;50;1;;;CONTADO
542;1;6/04/2022 00:00;29/08/2022;6/04/2022 00:00;V02-1060;SERVIAGRO;GUIA MADRE;899351;899400;50;1;;;CREDITO
543;1;4/04/2022 00:00;29/08/2022;4/04/2022 00:00;ZAC;AGENCIA ZACAPA;GUIA MADRE;899501;899800;300;0;;;GUIA EN BLANCO
544;1;4/04/2022 00:00;29/08/2022;4/04/2022 00:00;MAZ;AGENCIA MAZATENANGO;GUIA MADRE;899801;900099;299;1;;;GUIAS EN BLANCO
545;1;6/04/2022 00:00;29/08/2022;6/04/2022 00:00;XCO-496;NAT & CO MAYOREO;GUIA MADRE;900311;900500;190;1;;;POR COBRAR
546;1;6/04/2022 00:00;29/08/2022;6/04/2022 00:00;XCO-301;VENTAS Y NEGOCIOS WENDOLI;GUIA MADRE;900501;900550;50;1;;;POR COBRAR
547;1;6/04/2022 00:00;29/08/2022;6/04/2022 00:00;XCO-1067;LA GRIGA IMPORTADORA DE PACAS;GUIA MADRE;900751;900800;50;1;;;POR COBRAR
548;1;6/04/2022 00:00;29/08/2022;6/04/2022 00:00;XCO-781;FARMACEUTICA MAR, S.A.;GUIA MADRE;900801;900900;100;1;;;POR COBRAR
549;1;6/04/2022 00:00;29/08/2022;6/04/2022 00:00;XCO-920;KENAS STORE;GUIA MADRE;900951;901000;50;1;;;POR COBRAR
550;1;6/04/2022 00:00;29/08/2022;6/04/2022 00:00;XCO-187;COFI?O STAHL;GUIA MADRE;901001;901100;100;1;;;POR COBRAR
551;1;8/04/2022 00:00;29/08/2022;8/04/2022 00:00;CHM;AGENCIA CHIMALTENANGO;GUIA MADRE;901101;901400;300;1;;;GUIA EN BLANCO
552;1;8/04/2022 00:00;29/08/2022;8/04/2022 00:00;CHI;AGENCIA CHIQUIMULA;GUIA MADRE;901401;901700;300;1;;;GUIA EN BLANCO
553;1;11/04/2022 00:00;29/08/2022;11/04/2022 00:00;XCO-970;IMPORTACIONES LA BODEGONA;GUIA MADRE;901801;901900;100;1;;;POR COBRAR
554;1;11/04/2022 00:00;29/08/2022;11/04/2022 00:00;XCO-1056;NOVEDADES ESPERANZA;GUIA MADRE;901901;901950;50;1;;;POR COBRAR
555;1;11/04/2022 00:00;29/08/2022;11/04/2022 00:00;XCO-777;J.P. ARREDONDO;GUIA MADRE;901951;902000;50;1;;;POR COBRAR
556;1;11/04/2022 00:00;29/08/2022;11/04/2022 00:00;CON-78;INDUSTRIAS DEL COLOR S,A.;GUIA MADRE;902001;902050;50;1;;;CONTADO
557;1;11/04/2022 00:00;29/08/2022;11/04/2022 00:00;V02-1068;CONVEGUA;GUIA MADRE;902051;902100;50;1;;;CREDITO
558;1;11/04/2022 00:00;29/08/2022;11/04/2022 00:00;GUA-37;ATLANTICA AGRICOLA DE GUATEMALA;GUIA MADRE;902651;902850;200;1;;;CREDITO
559;1;11/04/2022 00:00;29/08/2022;11/04/2022 00:00;XCO-98;FLECHAS ALVAREZ ,S.A;GUIA MADRE;902851;903000;150;1;;;POR COBRAR
560;1;11/04/2022 00:00;29/08/2022;11/04/2022 00:00;XEL;AGENCIA QUETZALTENANGO;GUIA MADRE;903001;903300;300;1;;;GUIA EN BLANCO
561;1;18/04/2022 00:00;29/08/2022;18/04/2022 00:00;XCO-567;UNIMARK;GUIA MADRE;903601;903650;50;1;;;POR COBRAR
562;1;20/04/2022 00:00;29/08/2022;20/04/2022 00:00;XCO-953;INVENTIVA COSMETCOS S.A.;GUIA MADRE;903751;903800;50;1;;;POR COBRAR
563;1;20/04/2022 00:00;29/08/2022;20/04/2022 00:00;XCO-98;FLECHAS ALVAREZ ,S.A;GUIA MADRE;903801;904000;200;0;;;POR COBRAR
564;1;20/04/2022 00:00;29/08/2022;20/04/2022 00:00;XCO-30;CASA DE LOS RODAMIENTOS;GUIA MADRE;904001;904200;200;0;;;POR COBRAR
565;1;20/04/2022 00:00;29/08/2022;20/04/2022 00:00;XCO-1071;LGD;GUIA MADRE;904201;904250;50;1;;;POR COBRAR
566;1;20/04/2022 00:00;29/08/2022;20/04/2022 00:00;XCO-149;IMPORTACIONES CRESGO, S,A.;GUIA MADRE;904251;904300;50;1;;;POR COBRAR
567;1;20/04/2022 00:00;29/08/2022;20/04/2022 00:00;XCO-719;LA CASA DE LOS HILOS;GUIA MADRE;904301;904400;100;1;;;POR COBRAR
568;1;20/04/2022 00:00;29/08/2022;20/04/2022 00:00;XCO-843;DISMAJO, S.A.;GUIA MADRE;904451;904550;100;1;;;POR COBRAR
569;1;12/04/2022 00:00;29/08/2022;12/04/2022 00:00;GUA-8570;IMPORTADORA FIESTA Y CIA LTDA;GUIA MADRE;904747;906550;1804;1;;;CREDITO
570;1;2/05/2022 00:00;29/08/2022;2/05/2022 00:00;XCO-93;MO AUTO (CARROS);GUIA MADRE;906644;906743;100;1;;;POR COBRAR
571;1;19/04/2022 00:00;29/08/2022;19/04/2022 00:00;JUT;AGENCIA JUTIAPA;GUIA MADRE;910551;910850;300;1;;;GUIA EN BLANCO
572;1;20/04/2022 00:00;29/08/2022;20/04/2022 00:00;GUA-290;CORPORACION PLUS ,S.A;GUIA MADRE;910851;911000;150;1;;;CREDITO
573;1;20/04/2022 00:00;29/08/2022;20/04/2022 00:00;XCO-45;SDCB (CHAMPION BOX);GUIA MADRE;911001;911100;100;0;;;POR COBRAR
574;1;23/04/2022 00:00;29/08/2022;23/04/2022 00:00;XCO-81;MULTINEGOCIOS GENERALES S,A.;GUIA MADRE;911311;911400;90;1;;;POR COBRAR
575;1;23/04/2022 00:00;29/08/2022;23/04/2022 00:00;XCO-560;IMPORTADORA HIFARGO S,A.;GUIA MADRE;911401;911450;50;1;;;POR COBRAR
576;1;22/04/2022 00:00;29/08/2022;22/04/2022 00:00;XCO-36;F.P.K. S,A.;GUIA MADRE;911576;911975;400;1;;;POR COBRAR
577;1;22/04/2022 00:00;29/08/2022;22/04/2022 00:00;CON-1072;LGD;GUIA MADRE;911976;912000;25;1;;;CONTADO
578;1;23/04/2022 00:00;29/08/2022;23/04/2022 00:00;XCO-2;ALMACEN EMMA;GUIA MADRE;912001;912200;200;1;;;POR COBRAR
579;1;23/04/2022 00:00;29/08/2022;23/04/2022 00:00;GUA-670;OFIMEDIC;GUIA MADRE;912301;912400;100;1;;;CREDITO
580;1;25/04/2022 00:00;29/08/2022;25/04/2022 00:00;PRE-186;MULTIPRODUCTOS VETERINARIOS S,A.;GUIA MADRE;914951;915050;100;1;;;PREPAGO
